id,project_code,pq_number,po_so_number,asn_dn_number,country,managed_by,fulfill_via,vendor_inco_term,shipment_mode,pq_first_sent_to_client_date,po_sent_to_vendor_date,scheduled_delivery_date,delivered_to_client_date,delivery_recorded_date,product_group,sub_classification,vendor,item_description,molecule_test_type,brand,dosage,dosage_form,unit_of_measure_per_pack,line_item_quantity,line_item_value,pack_price,unit_price,manufacturing_site,first_line_designation,weight_kilograms,freight_cost_usd,line_item_insurance_usd,planned_lead_time_days,actual_lead_time_days,is_on_time,freight_pct_of_value,freight_cost_per_kg
5877,602-RW-T47,PQ-24202,SO-32119,ASN-59241,Rwanda,South Africa Field Office,From RDC,FCA,Ocean,6/3/2016,6/16/2016,7/14/2016,7/9/2016,7/10/2016,ARV,Pediatric,Aurobindo Pharma Limited,ARV product - Pediatric formulation,Molecule 28,Branded,120mg,Test kit,10,25000,1014765,40.5906,40.5906,"Mylan H-12, India",Yes,443.29,30284.73,3379.95,28,23,t,2.98,68.32
1707,602-TA-T54,PQ-65941,SO-76572,ASN-36678,Tanzania,Haiti Field Office,Direct Drop,CIP,Air,12/2/2014,12/12/2014,2/28/2015,2/7/2015,2/11/2015,ANTM,Antimalarial,Zenith Pharmaceuticals,ANTM product - Antimalarial formulation,Molecule 25,Generic,120mg,Tablet,10,10000,204167,61.2501,20.4167,"Novartis, Suffern, US",No,155.25,6322.47,909.32,78,57,t,3.1,40.72
5940,602-VI-T18,PQ-59759,SO-79956,ASN-17279,Vietnam,Haiti Field Office,Direct Drop,FOB,Ocean,3/6/2016,3/25/2016,5/19/2016,6/1/2016,6/5/2016,ACT,Artemisinin-based,Scms Global,ACT product - Artemisinin-based formulation,Molecule 13,Branded,90mg,Capsule,60,2000,993.4,9.4373,0.4967,"Ranbaxy, Paonta Sahib, India",No,12.62,66.14,3.47,55,68,f,6.66,5.24
333,602-ZI-T89,PQ-92665,SO-74892,ASN-76267,Zimbabwe,South Africa Field Office,From RDC,FCA,Air,10/17/2014,10/25/2014,11/20/2014,11/9/2014,11/11/2014,ACT,Artemisinin-based,Abc Pharm Ltd,ACT product - Artemisinin-based formulation,Molecule 9,Generic,60mg,Test kit,30,10000,189619,303.3904,18.9619,"Ranbaxy, Paonta Sahib, India",No,87.5,23860.07,1694.65,26,15,t,12.58,272.69
2166,603-NI-T12,PQ-25158,SO-81488,ASN-36482,Nigeria,South Africa Field Office,Direct Drop,EXW,Air,12/12/2014,12/30/2014,1/25/2015,1/29/2015,1/29/2015,ARV,Pediatric,Aurobindo Pharma Limited,ARV product - Pediatric formulation,Molecule 9,Generic,150mg,Capsule,60,1000,42647.1,469.1181,42.6471,"Novartis, Suffern, US",Yes,3.68,4779.86,183.82,26,30,f,11.21,1298.88
2256,603-NI-T14,PQ-99264,SO-57756,ASN-94265,Nigeria,South Africa Field Office,From RDC,FCA,Air,3/27/2016,4/5/2016,5/20/2016,5/14/2016,5/16/2016,ARV,Adult,Cipla Ltd,ARV product - Adult formulation,Molecule 23,Branded,120mg,Oral Solution,30,500,9958.9,159.3424,19.9178,"Hetero Unit III, India",Yes,7.4,509.01,89.25,45,39,t,5.11,68.79
3787,603-RW-T84,PQ-49425,SO-51512,ASN-39285,Rwanda,PMO - US,From RDC,EXW,Truck,9/28/2015,10/10/2015,11/12/2015,11/1/2015,11/5/2015,HRDT,HIV test,Zenith Pharmaceuticals,HRDT product - HIV test formulation,Molecule 25,Branded,30mg,Capsule,100,10000,269264,403.896,26.9264,"Ranbaxy, Paonta Sahib, India",No,194.56,20632.7,470.2,33,22,t,7.66,106.05
142,603-RW-T88,PQ-64319,SO-31639,ASN-44660,Rwanda,PMO - US,From RDC,FCA,Ocean,9/3/2015,9/11/2015,10/30/2015,10/28/2015,10/30/2015,MRDT,Malaria test,Mylan Inc,MRDT product - Malaria test formulation,Molecule 17,Generic,150mg,Oral Solution,60,1000,29782.6,506.3042,29.7826,SCMS Global Warehouse,Yes,8.09,3607.21,55.35,49,47,t,12.11,445.89
4185,604-CA-T65,PQ-52581,SO-62284,ASN-49269,Cameroon,PMO - US,Direct Drop,FCA,Air,1/25/2016,1/30/2016,4/1/2016,3/30/2016,3/31/2016,MRDT,Malaria test,Cipla Ltd,MRDT product - Malaria test formulation,Molecule 2,Generic,150mg,Tablet,100,10000,59635,59.635,5.9635,SCMS Global Warehouse,Yes,78.17,8190.89,573.48,62,60,t,13.74,104.78
2387,604-CO-T41,PQ-32564,SO-86521,ASN-83784,Cote D'Ivoire,PMO - US,From RDC,CIP,Ocean,2/20/2014,2/27/2014,4/4/2014,3/11/2014,3/15/2014,HRDT,HIV test,Zenith Pharmaceuticals,HRDT product - HIV test formulation,Molecule 10,Generic,120mg,Oral Solution,30,5000,90380.5,72.3044,18.0761,"Mylan H-12, India",No,54.23,10771.64,746.02,36,12,t,11.92,198.63
1200,604-ET-T65,PQ-88348,SO-85131,ASN-25383,Ethiopia,PMO - US,Direct Drop,FCA,Air,5/28/2016,6/3/2016,8/19/2016,9/16/2016,9/19/2016,HRDT,HIV test,Scms From Rdc,HRDT product - HIV test formulation,Molecule 26,Generic,60mg,Oral Solution,30,50000,818575,261.944,16.3715,"Novartis, Suffern, US",Yes,494.6,100790.24,6355.86,77,105,f,12.31,203.78
5455,604-KE-T96,PQ-35543,SO-29791,ASN-79643,Kenya,South Africa Field Office,From RDC,CIP,Air,11/9/2015,11/23/2015,1/27/2016,1/21/2016,1/23/2016,ARV,Pediatric,Abc Pharm Ltd,ARV product - Pediatric formulation,Molecule 12,Branded,30mg,Test kit,1,2000,45240,45.24,22.62,"Aurobindo Unit III, India",Yes,31.23,4100.16,311.89,65,59,t,9.06,131.29
3008,604-RW-T68,PQ-29011,SO-25120,ASN-73901,Rwanda,PMO - US,Direct Drop,FCA,Air,10/17/2015,10/26/2015,11/23/2015,11/17/2015,11/18/2015,ANTM,Antimalarial,Scms Global,ANTM product - Antimalarial formulation,Molecule 17,Generic,30mg,Tablet,1,2000,6419.8,22.4693,3.2099,"ABC Farmaceutica, Brazil",Yes,39.77,472.21,43.6,28,22,t,7.36,11.87
3230,604-VI-T29,PQ-97978,SO-46127,ASN-99640,Vietnam,South Africa Field Office,From RDC,EXW,Ocean,11/10/2015,11/22/2015,1/25/2016,1/25/2016,1/26/2016,ARV,Pediatric,Zenith Pharmaceuticals,ARV product - Pediatric formulation,Molecule 15,Branded,90mg,Tablet,1,1000,32866.1,131.4644,32.8661,"Aurobindo Unit III, India",Yes,7.06,3331.27,318.55,64,64,t,10.14,471.85
882,605-CA-T13,PQ-67522,SO-41391,ASN-85432,Cameroon,South Africa Field Office,From RDC,EXW,Air Charter,6/15/2015,6/23/2015,8/30/2015,9/3/2015,9/7/2015,MRDT,Malaria test,Aurobindo Pharma Limited,MRDT product - Malaria test formulation,Molecule 32,Generic,120mg,Tablet,30,5000,63699.5,50.9596,12.7399,"ABC Farmaceutica, Brazil",Yes,61.6,1412.74,250.01,68,72,f,2.22,22.93
4788,605-CA-T23,PQ-77676,SO-28907,ASN-10020,Cameroon,South Africa Field Office,Direct Drop,CIP,Air Charter,12/22/2014,1/5/2015,3/9/2015,3/21/2015,3/25/2015,ACT,Artemisinin-based,Mylan Inc,ACT product - Artemisinin-based formulation,Molecule 12,Generic,90mg,Oral Solution,30,50000,746080,283.5104,14.9216,SCMS Global Warehouse,Yes,520.3,120863.12,7092.74,63,75,f,16.2,232.3
4515,605-MO-T18,PQ-86406,SO-17806,ASN-40976,Mozambique,PMO - US,From RDC,FOB,Ocean,4/6/2015,4/24/2015,7/4/2015,6/20/2015,6/21/2015,HRDT,HIV test,Aurobindo Pharma Limited,HRDT product - HIV test formulation,Molecule 18,Branded,90mg,Capsule,10,500,14093.45,112.7476,28.1869,SCMS Global Warehouse,Yes,2.84,1213.24,133.89,71,57,t,8.61,427.2
564,605-MO-T57,PQ-62652,SO-77446,ASN-68915,Mozambique,South Africa Field Office,Direct Drop,EXW,Air,5/12/2016,5/18/2016,7/21/2016,7/4/2016,7/7/2016,HRDT,HIV test,Bristol Myers Squibb,HRDT product - HIV test formulation,Molecule 8,Branded,30mg,Tablet,10,1000,16767.8,67.0712,16.7678,"ABC Farmaceutica, Brazil",Yes,18.02,,128.07,64,47,t,,
2878,605-ZA-T12,PQ-83279,SO-45569,ASN-98888,Zambia,PMO - US,Direct Drop,FCA,Truck,9/28/2014,10/12/2014,1/8/2015,1/10/2015,1/14/2015,ACT,Artemisinin-based,Aurobindo Pharma Limited,ACT product - Artemisinin-based formulation,Molecule 39,Branded,120mg,Tablet,60,1000,33421.6,969.2264,33.4216,"Aurobindo Unit III, India",No,10.19,4929.73,43.47,88,90,f,14.75,483.78
5126,605-ZA-T24,PQ-19702,SO-77392,ASN-75945,Zambia,South Africa Field Office,From RDC,FOB,Air,3/31/2014,4/10/2014,5/15/2014,5/10/2014,5/11/2014,ACT,Artemisinin-based,Ranbaxy Fine Chemicals,ACT product - Artemisinin-based formulation,Molecule 22,Branded,90mg,Tablet,100,50000,1474300,589.72,29.486,"Novartis, Suffern, US",Yes,124.44,155017.11,8175.71,35,30,t,10.51,1245.72
1906,605-ZA-T81,PQ-98464,SO-56970,ASN-81901,Zambia,South Africa Field Office,Direct Drop,DDP,Air,8/10/2014,8/19/2014,11/1/2014,10/26/2014,10/29/2014,MRDT,Malaria test,Scms Global,MRDT product - Malaria test formulation,Molecule 31,Branded,30mg,Oral Solution,100,25000,1012615,526.5598,40.5046,"Ranbaxy, Paonta Sahib, India",Yes,,73027.68,5128.07,74,68,t,7.21,
4593,605-ZA-T98,PQ-86190,SO-34058,ASN-73790,Zambia,Haiti Field Office,Direct Drop,CIP,Air,12/29/2013,1/9/2014,1/30/2014,2/1/2014,2/4/2014,ARV,Pediatric,Ranbaxy Fine Chemicals,ARV product - Pediatric formulation,Molecule 27,Generic,150mg,Test kit,60,5000,179314.5,179.3145,35.8629,"Cipla, Goa, India",No,27.42,18278.05,1761.97,21,23,f,10.19,666.6
2512,605-ZI-T61,PQ-45463,SO-30804,,Zimbabwe,PMO - US,Direct Drop,EXW,Air,1/29/2015,2/8/2015,3/28/2015,3/11/2015,3/13/2015,ACT,Artemisinin-based,Sun Pharma,ACT product - Artemisinin-based formulation,Molecule 2,Branded,30mg,Capsule,100,500,19427.75,310.844,38.8555,SCMS Global Warehouse,Yes,,1146.66,135.89,48,31,t,5.9,
1071,606-CA-T56,PQ-85317,SO-50239,ASN-55924,Cameroon,Haiti Field Office,Direct Drop,EXW,Air,7/23/2014,8/4/2014,10/29/2014,11/10/2014,11/13/2014,ACT,Artemisinin-based,Cipla Ltd,ACT product - Artemisinin-based formulation,Molecule 7,Generic,120mg,Test kit,10,10000,232549,279.0588,23.2549,"Mylan H-12, India",Yes,113.28,7215.46,,86,98,f,3.1,63.7
2447,606-CO-T71,PQ-45887,SO-68689,ASN-91919,Cote D'Ivoire,South Africa Field Office,Direct Drop,FOB,Air Charter,12/11/2015,12/23/2015,3/9/2016,2/28/2016,3/3/2016,ANTM,Antimalarial,Novartis Pharma Ag,ANTM product - Antimalarial formulation,Molecule 10,Generic,120mg,Test kit,60,2000,26203.8,314.4456,13.1019,"Novartis, Suffern, US",Yes,12.95,4184.94,222.49,77,67,t,15.97,323.16
3766,606-ET-T38,PQ-89130,SO-70719,ASN-83998,Ethiopia,South Africa Field Office,Direct Drop,DDP,Air,9/18/2015,10/4/2015,12/15/2015,1/1/2016,1/5/2016,ANTM,Antimalarial,Cipla Ltd,ANTM product - Antimalarial formulation,Molecule 11,Generic,90mg,Test kit,10,5000,133175,452.795,26.635,"Hetero Unit III, India",No,75.03,8712.45,945.7,72,89,f,6.54,116.12
3760,606-ET-T81,PQ-90938,SO-70678,ASN-30153,Ethiopia,Haiti Field Office,From RDC,FCA,Air,8/17/2015,8/24/2015,11/6/2015,11/13/2015,11/13/2015,ACT,Artemisinin-based,Scms From Rdc,ACT product - Artemisinin-based formulation,Molecule 27,Branded,120mg,Capsule,10,2000,73899.4,406.4467,36.9497,SCMS Global Warehouse,Yes,39.66,3203.63,448.36,74,81,f,4.34,80.78
790,606-ET-T93,PQ-55411,SO-90358,ASN-85998,Ethiopia,Haiti Field Office,Direct Drop,CIP,Air,1/24/2015,2/1/2015,4/25/2015,4/29/2015,5/3/2015,ARV,Adult,Bristol Myers Squibb,ARV product - Adult formulation,Molecule 22,Branded,30mg,Oral Solution,100,10000,79557,151.1583,7.9557,"Hetero Unit III, India",Yes,,2756.51,160.58,83,87,f,3.46,
1391,606-HA-T60,PQ-87096,SO-30341,ASN-84215,Haiti,South Africa Field Office,Direct Drop,FCA,Air,6/16/2015,6/21/2015,8/15/2015,8/22/2015,8/26/2015,ARV,Pediatric,Ranbaxy Fine Chemicals,ARV product - Pediatric formulation,Molecule 35,Generic,90mg,Test kit,100,500,17233.05,206.7966,34.4661,"Aurobindo Unit III, India",Yes,8.64,954.66,113.48,55,62,f,5.54,110.49
42,606-RW-T82,PQ-42921,SO-11524,ASN-45111,Rwanda,PMO - US,Direct Drop,EXW,Truck,2/7/2014,2/24/2014,4/8/2014,3/26/2014,3/30/2014,MRDT,Malaria test,Sun Pharma,MRDT product - Malaria test formulation,Molecule 25,Generic,90mg,Oral Solution,10,500,6080.3,182.409,12.1606,SCMS Global Warehouse,Yes,2.99,700.53,8.89,43,30,t,11.52,234.29
4303,606-ZA-T12,PQ-30725,SO-52962,ASN-78597,Zambia,PMO - US,Direct Drop,DDP,Air,9/29/2015,10/9/2015,12/13/2015,11/19/2015,11/20/2015,ANTM,Antimalarial,Cipla Ltd,ANTM product - Antimalarial formulation,Molecule 35,Generic,120mg,Oral Solution,10,500,19340.45,1121.7461,38.6809,SCMS Global Warehouse,No,4.45,511.46,122.84,65,41,t,2.64,114.93
3203,607-CA-T85,PQ-33418,SO-23940,ASN-52494,Cameroon,South Africa Field Office,From RDC,FCA,Air,1/11/2014,1/24/2014,2/13/2014,3/1/2014,3/1/2014,ACT,Artemisinin-based,Bristol Myers Squibb,ACT product - Artemisinin-based formulation,Molecule 9,Branded,150mg,Capsule,1,5000,76374.5,442.9721,15.2749,"Ranbaxy, Paonta Sahib, India",Yes,12.4,11303.14,526.26,20,36,f,14.8,911.54
4643,607-HA-T65,PQ-18450,SO-15786,ASN-64588,Haiti,PMO - US,Direct Drop,FOB,Air,3/12/2014,3/30/2014,6/2/2014,5/14/2014,5/16/2014,MRDT,Malaria test,Aurobindo Pharma Limited,MRDT product - Malaria test formulation,Molecule 29,Generic,90mg,Tablet,60,50000,1214385,218.5893,24.2877,"ABC Farmaceutica, Brazil",Yes,682.4,104031.09,3945.03,64,45,t,8.57,152.45
4386,607-KE-T24,PQ-91153,SO-13888,ASN-37721,Kenya,South Africa Field Office,Direct Drop,FOB,Truck,1/18/2014,1/29/2014,4/9/2014,4/5/2014,4/8/2014,MRDT,Malaria test,Zenith Pharmaceuticals,MRDT product - Malaria test formulation,Molecule 17,Generic,60mg,Capsule,1,2000,80535.8,362.4111,40.2679,"Mylan H-12, India",No,30.69,9273,84.06,70,66,t,11.51,302.15
3784,607-NI-T30,PQ-68113,SO-42778,,Nigeria,Haiti Field Office,From RDC,EXW,Air Charter,9/10/2015,9/22/2015,12/14/2015,11/11/2015,11/14/2015,ANTM,Antimalarial,Ranbaxy Fine Chemicals,ANTM product - Antimalarial formulation,Molecule 1,Generic,150mg,Test kit,10,50000,1903395,989.7654,38.0679,"Aurobindo Unit III, India",No,150.68,269323.49,17342.21,83,50,t,14.15,1787.39
4959,607-VI-T58,PQ-31876,SO-14986,ASN-80413,Vietnam,PMO - US,From RDC,FOB,Air Charter,3/27/2015,4/2/2015,4/24/2015,4/24/2015,4/24/2015,ACT,Artemisinin-based,Abc Pharm Ltd,ACT product - Artemisinin-based formulation,Molecule 18,Generic,150mg,Oral Solution,60,5000,219531.5,1185.4701,43.9063,"Hetero Unit III, India",Yes,20.29,10468.5,1015.24,22,22,t,4.77,515.94
25,607-ZA-T93,PQ-83477,SO-24388,ASN-46586,Zambia,Haiti Field Office,From RDC,CIP,Air,10/28/2014,11/4/2014,12/31/2014,1/7/2015,1/8/2015,MRDT,Malaria test,Abc Pharm Ltd,MRDT product - Malaria test formulation,Molecule 23,Generic,90mg,Capsule,60,2000,62799.8,910.5971,31.3999,"Novartis, Suffern, US",Yes,7.59,,340.94,57,64,f,,
2338,608-MO-T56,PQ-72674,SO-48140,,Mozambique,South Africa Field Office,From RDC,FCA,Air Charter,1/25/2014,2/6/2014,3/9/2014,3/21/2014,3/25/2014,ANTM,Antimalarial,Abc Pharm Ltd,ANTM product - Antimalarial formulation,Molecule 16,Generic,60mg,Test kit,100,1000,9363.5,215.3605,9.3635,SCMS Global Warehouse,No,8.66,493.77,60.89,31,43,f,5.27,57.02
4997,608-NI-T57,PQ-88152,SO-21293,ASN-65646,Nigeria,South Africa Field Office,Direct Drop,CIP,Air,5/17/2014,5/27/2014,6/30/2014,7/22/2014,7/26/2014,ANTM,Antimalarial,Scms Global,ANTM product - Antimalarial formulation,Molecule 30,Branded,150mg,Test kit,100,50000,1720385,894.6002,34.4077,"Hetero Unit III, India",Yes,686.05,103511.41,7269.53,34,56,f,6.02,150.88
878,608-RW-T45,PQ-97111,SO-71513,ASN-29005,Rwanda,South Africa Field Office,From RDC,FOB,Air,12/21/2014,1/3/2015,2/17/2015,1/31/2015,2/3/2015,MRDT,Malaria test,Ranbaxy Fine Chemicals,MRDT product - Malaria test formulation,Molecule 35,Branded,150mg,Oral Solution,60,5000,221396.5,929.8653,44.2793,SCMS Global Warehouse,Yes,99.33,17405.24,1125.36,45,28,t,7.86,175.23
1697,608-SO-T65,PQ-63044,SO-29184,ASN-31633,South Africa,South Africa Field Office,Direct Drop,DDP,Air,3/15/2016,4/3/2016,5/8/2016,5/3/2016,5/5/2016,MRDT,Malaria test,Ranbaxy Fine Chemicals,MRDT product - Malaria test formulation,Molecule 14,Generic,90mg,Capsule,1,500,15349.05,521.8677,30.6981,"Mylan H-12, India",Yes,2.76,1645.01,71.82,35,30,t,10.72,596.02
1750,608-ZA-T15,PQ-95059,SO-20371,ASN-55275,Zambia,Haiti Field Office,Direct Drop,FOB,Air,5/28/2014,6/2/2014,8/23/2014,8/25/2014,8/28/2014,ACT,Artemisinin-based,Scms Global,ACT product - Artemisinin-based formulation,Molecule 15,Generic,120mg,Test kit,100,10000,396698,634.7168,39.6698,"Hetero Unit III, India",Yes,177.97,33542.37,2876.35,82,84,f,8.46,188.47
2277,609-CA-T36,PQ-30510,SO-19592,ASN-14771,Cameroon,PMO - US,Direct Drop,FOB,Truck,4/16/2015,4/22/2015,7/1/2015,6/29/2015,7/3/2015,HRDT,HIV test,Novartis Pharma Ag,HRDT product - HIV test formulation,Molecule 37,Generic,120mg,Oral Solution,100,1000,1798.1,3.5962,1.7981,"Hetero Unit III, India",Yes,7.48,116.4,11.11,70,68,t,6.47,15.56
5467,609-CA-T96,PQ-95136,SO-86372,ASN-18952,Cameroon,South Africa Field Office,From RDC,EXW,Air,2/24/2015,3/13/2015,5/12/2015,4/27/2015,4/28/2015,ACT,Artemisinin-based,Bristol Myers Squibb,ACT product - Artemisinin-based formulation,Molecule 15,Generic,150mg,Tablet,30,50000,344595,103.3785,6.8919,"Hetero Unit III, India",No,182.29,15044.99,533.79,60,45,t,4.37,82.53
1395,609-MO-T11,PQ-50860,SO-42945,ASN-65983,Mozambique,Haiti Field Office,From RDC,DDP,Air,5/14/2014,5/23/2014,6/28/2014,6/19/2014,6/22/2014,MRDT,Malaria test,Aurobindo Pharma Limited,MRDT product - Malaria test formulation,Molecule 31,Generic,30mg,Tablet,30,50000,325385,97.6155,6.5077,SCMS Global Warehouse,Yes,685.94,14239.21,1780.98,36,27,t,4.38,20.76
3503,609-MO-T65,PQ-49128,SO-58576,ASN-33196,Mozambique,PMO - US,From RDC,EXW,Air,3/3/2014,3/13/2014,5/7/2014,4/15/2014,4/19/2014,ACT,Artemisinin-based,Scms From Rdc,ACT product - Artemisinin-based formulation,Molecule 15,Generic,150mg,Tablet,10,1000,5146.5,15.4395,5.1465,"Hetero Unit III, India",Yes,4.19,812.1,22.92,55,33,t,15.78,193.82
2833,609-TA-T38,PQ-66111,SO-35289,ASN-77010,Tanzania,Haiti Field Office,From RDC,FCA,Air,9/21/2014,10/9/2014,12/2/2014,12/2/2014,12/5/2014,MRDT,Malaria test,Cipla Ltd,MRDT product - Malaria test formulation,Molecule 27,Branded,150mg,Tablet,10,10000,265681,212.5448,26.5681,"Cipla, Goa, India",Yes,65.52,33731.12,2007.5,54,54,t,12.7,514.82
4740,609-VI-T41,PQ-52891,SO-18482,ASN-25300,Vietnam,PMO - US,From RDC,EXW,Air,8/8/2014,8/22/2014,10/11/2014,10/15/2014,10/19/2014,ANTM,Antimalarial,Novartis Pharma Ag,ANTM product - Antimalarial formulation,Molecule 29,Branded,120mg,Test kit,30,5000,122566,269.6452,24.5132,"Hetero Unit III, India",Yes,96.52,14603.42,462.45,50,54,f,11.91,151.3
4691,610-CO-T10,PQ-51584,SO-41685,ASN-40903,Cote D'Ivoire,South Africa Field Office,Direct Drop,FCA,Ocean,5/9/2015,5/20/2015,8/16/2015,8/5/2015,8/6/2015,HRDT,HIV test,Aurobindo Pharma Limited,HRDT product - HIV test formulation,Molecule 33,Branded,150mg,Test kit,30,10000,203284,447.2248,20.3284,SCMS Global Warehouse,No,80.52,24033.31,1722.73,88,77,t,11.82,298.48
1096,610-CO-T28,PQ-90366,SO-88178,ASN-57791,Cote D'Ivoire,Haiti Field Office,From RDC,FOB,Air,1/31/2015,2/7/2015,5/7/2015,5/10/2015,5/13/2015,ANTM,Antimalarial,Scms Global,ANTM product - Antimalarial formulation,Molecule 13,Generic,120mg,Tablet,60,50000,2210905,707.4896,44.2181,"Hetero Unit III, India",Yes,823.78,295960.87,3436.7,89,92,f,13.39,359.27
30,610-CO-T86,PQ-57362,SO-30128,ASN-69383,Cote D'Ivoire,South Africa Field Office,Direct Drop,FCA,Air,2/10/2016,2/26/2016,4/5/2016,3/18/2016,3/18/2016,HRDT,HIV test,Scms From Rdc,HRDT product - HIV test formulation,Molecule 2,Generic,60mg,Test kit,1,5000,25927,134.8204,5.1854,"Ranbaxy, Paonta Sahib, India",Yes,77.94,880.65,,39,21,t,3.4,11.3
5154,610-MO-T32,PQ-60144,SO-62424,ASN-35680,Mozambique,PMO - US,From RDC,FOB,Air,1/20/2014,2/7/2014,3/23/2014,3/7/2014,3/7/2014,MRDT,Malaria test,Zenith Pharmaceuticals,MRDT product - Malaria test formulation,Molecule 16,Generic,150mg,Capsule,10,5000,155808.5,249.2936,31.1617,"Cipla, Goa, India",No,54.36,13107.85,1527.89,44,28,t,8.41,241.13
628,610-SO-T83,PQ-74509,SO-93339,,South Africa,PMO - US,Direct Drop,FOB,Air,12/14/2015,12/22/2015,1/31/2016,2/5/2016,2/6/2016,ANTM,Antimalarial,Sun Pharma,ANTM product - Antimalarial formulation,Molecule 4,Generic,60mg,Oral Solution,10,500,2581.1,36.1354,5.1622,"Hetero Unit III, India",No,7.86,302.31,3.11,40,45,f,11.71,38.46
3070,611-CO-T17,PQ-14826,SO-16124,ASN-31931,Cote D'Ivoire,Haiti Field Office,Direct Drop,DDP,Ocean,6/16/2015,6/26/2015,8/27/2015,8/24/2015,8/26/2015,HRDT,HIV test,Ranbaxy Fine Chemicals,HRDT product - HIV test formulation,Molecule 3,Branded,30mg,Test kit,10,2000,65996.6,164.9915,32.9983,"Cipla, Goa, India",No,8.01,1636.87,425.51,62,59,t,2.48,204.35
3334,611-CO-T42,PQ-83098,SO-17891,ASN-52354,Cote D'Ivoire,Haiti Field Office,Direct Drop,CIP,Ocean,12/19/2013,1/4/2014,2/11/2014,2/23/2014,2/24/2014,MRDT,Malaria test,Bristol Myers Squibb,MRDT product - Malaria test formulation,Molecule 15,Branded,60mg,Capsule,60,25000,1045107.5,501.6516,41.8043,"Cipla, Goa, India",Yes,375.88,164775.36,7213.64,38,50,f,15.77,438.37
2801,611-MO-T80,PQ-63154,SO-21482,ASN-52366,Mozambique,Haiti Field Office,Direct Drop,EXW,Truck,3/23/2016,3/28/2016,5/3/2016,4/14/2016,4/18/2016,HRDT,HIV test,Bristol Myers Squibb,HRDT product - HIV test formulation,Molecule 34,Branded,150mg,Tablet,30,2000,74910.8,449.4648,37.4554,"Hetero Unit III, India",Yes,17.1,,572.44,36,17,t,,
601,611-RW-T45,PQ-40985,SO-58167,ASN-77238,Rwanda,Haiti Field Office,From RDC,DDP,Air,4/13/2014,4/23/2014,6/22/2014,6/7/2014,6/11/2014,ARV,Adult,Sun Pharma,ARV product - Adult formulation,Molecule 9,Generic,120mg,Capsule,100,500,13372.1,133.721,26.7442,"Cipla, Goa, India",Yes,9,2254.23,130.82,60,45,t,16.86,250.47
389,611-UG-T56,PQ-59923,SO-88563,ASN-43289,Uganda,PMO - US,From RDC,CIP,Air,6/30/2014,7/12/2014,8/31/2014,8/24/2014,8/25/2014,ACT,Artemisinin-based,Cipla Ltd,ACT product - Artemisinin-based formulation,Molecule 12,Branded,120mg,Test kit,30,500,16222.9,616.4702,32.4458,"ABC Farmaceutica, Brazil",Yes,2.66,1131.27,,50,43,t,6.97,425.29
2115,612-CA-T23,PQ-30446,SO-48281,ASN-65081,Cameroon,Haiti Field Office,From RDC,FCA,Air,1/24/2016,2/6/2016,3/16/2016,,,MRDT,Malaria test,Sun Pharma,MRDT product - Malaria test formulation,Molecule 12,Branded,120mg,Tablet,30,500,9588,287.64,19.176,"Aurobindo Unit III, India",Yes,6.87,,56.26,39,,,,
2696,612-HA-T10,PQ-41220,SO-98507,ASN-29904,Haiti,PMO - US,Direct Drop,CIP,Truck,3/16/2015,3/31/2015,5/30/2015,5/26/2015,5/29/2015,ACT,Artemisinin-based,Novartis Pharma Ag,ACT product - Artemisinin-based formulation,Molecule 26,Branded,150mg,Test kit,100,10000,431416,862.832,43.1416,"Aurobindo Unit III, India",No,136.27,,4167.12,60,56,t,,
3245,612-MO-T58,PQ-68700,SO-91706,ASN-33639,Mozambique,PMO - US,From RDC,FOB,Air Charter,4/3/2014,4/14/2014,6/5/2014,5/21/2014,5/23/2014,ARV,Pediatric,Abc Pharm Ltd,ARV product - Pediatric formulation,Molecule 14,Branded,60mg,Tablet,10,10000,34623,83.0952,3.4623,"Hetero Unit III, India",Yes,101.56,5458.18,34.92,52,37,t,15.76,53.74
2807,612-VI-T98,PQ-73926,SO-50340,ASN-93359,Vietnam,Haiti Field Office,Direct Drop,FCA,Ocean,12/17/2014,12/30/2014,1/24/2015,1/20/2015,1/23/2015,ACT,Artemisinin-based,Scms From Rdc,ACT product - Artemisinin-based formulation,Molecule 29,Generic,90mg,Test kit,100,500,21758.85,1174.9779,43.5177,"Novartis, Suffern, US",Yes,,2562.89,180.4,25,21,t,11.78,
1578,612-ZA-T70,PQ-23558,SO-21008,ASN-76156,Zambia,Haiti Field Office,From RDC,CIP,Air,9/6/2014,9/12/2014,10/18/2014,9/18/2014,9/18/2014,ACT,Artemisinin-based,Scms Global,ACT product - Artemisinin-based formulation,Molecule 18,Branded,150mg,Oral Solution,1,500,5423.35,238.6274,10.8467,"Novartis, Suffern, US",Yes,0.95,141.32,6.97,36,6,t,2.61,148.76
1885,612-ZI-T18,PQ-62060,SO-29427,ASN-86297,Zimbabwe,PMO - US,Direct Drop,CIP,Ocean,10/23/2014,11/6/2014,1/24/2015,1/29/2015,1/30/2015,ARV,Pediatric,Scms Global,ARV product - Pediatric formulation,Molecule 36,Generic,150mg,Test kit,1,5000,70514,28.2056,14.1028,"Ranbaxy, Paonta Sahib, India",Yes,26.74,6837.21,75.25,79,84,f,9.7,255.69
